id,group
user66560,com36
user94760,com31
user38180,com46
cell20960,com34
user78080,com27
user26020,com33
cell9820,com13
user11640,com25
user95640,com25
cell22100,com41
user67400,com6
user9060,com10
user15640,com25
user56480,com2
cell53880,com7
user42100,com41
user10060,com10
user74040,com37
user19600,com4
user24440,com30
user60600,com4
cell46900,com9
cell46940,com38
user62540,com40
user81900,com9
user66340,com19
cell56500,com15
user85280,com32
user77260,com42
user86060,com10
user53120,com24
user63760,com31
user37480,com2
user7400,com6
user5140,com16
user91240,com0
user21180,com46
user13900,com9
user16920,com21
cell68260,com42
cell57020,com33
cell67960,com34
cell9500,com15
cell51380,com3
user82280,com32
cell46860,com12
cell8980,com49
cell55280,com32
user56440,com30
cell28160,com45
cell17060,com10
cell40620,com22
user35280,com32
user80920,com21
cell49660,com39
cell66180,com46
cell52660,com39
cell2500,com15
user60780,com29
user67720,com43
user40080,com27
user53340,com19
user4700,com14
user980,com49
cell51360,com8
cell43480,com2
user2980,com49
cell28620,com22
user94040,com37
user23760,com31
user9420,com47
cell8020,com33
cell37800,com18
cell67120,com24
user91040,com37
user80260,com42
cell7060,com10
cell46340,com19
user4140,com16
user15940,com38
cell56360,com8
user55460,com5
cell15840,com17
cell55100,com41
user43540,com40
user92860,com12
cell52940,com38
cell59520,com20
user38340,com19
user73180,com46
app900,com9
cell22960,com34
cell36640,com25
cell67160,com45
cell53680,com11
cell2860,com12
user43000,com28
user84360,com8
user8340,com19
user35180,com46
cell34820,com13
user91740,com1
cell44580,com26
user98080,com27
cell24880,com7
user35740,com1
user92340,com19
cell66520,com20
user58920,com21
user52760,com31
package360,com47
user60820,com13
cell59080,com27
user82580,com26
cell34920,com21
user31160,com45
cell39040,com37
user66380,com3
user25240,com0
user59700,com14
user13280,com32
user21560,com36
user91780,com29
user33600,com4
user61620,com22
cell360,com8
user21140,com16
cell50740,com1
user34240,com0
user14440,com30
cell61660,com39
cell60040,com37
cell24520,com20
user40220,com44
cell21300,com35
app220,com44
user51660,com39
user43720,com43
package80,com17
user53180,com46
cell19200,com48
cell60520,com20
user31320,com23
user5100,com41
user79660,com39
user7540,com40
cell35200,com48
user83680,com11
cell50060,com10
user83220,com44
cell38960,com34
cell68400,com6
user61400,com6
cell31800,com18
user62180,com46
cell7600,com4
cell17960,com34
user45380,com3
user21160,com45
cell18060,com10
user71300,com35
cell19840,com17
user46840,com17
user9200,com48
user3280,com32
user19660,com39
user78400,com6
user19360,com8
cell3040,com37
user75700,com14
user87080,com27
cell27840,com17
cell59020,com33
user54400,com6
user27780,com29
cell25700,com14
cell4560,com36
user92540,com40
cell4660,com39
user31460,com5
user70240,com0
cell15180,com46
cell44440,com30
cell30980,com49
cell45680,com11
user88080,com27
user41580,com26
user47580,com26
cell24840,com17
cell8900,com9
cell52220,com44
user76220,com44
user21520,com20
user59900,com9
user14120,com24
cell60940,com38
cell30940,com38
user83160,com45
cell47680,com11
cell48200,com48
user66400,com6
cell27700,com14
user70180,com46
user50980,com49
user93160,com45
cell48040,com37
user5480,com2
cell39560,com36
cell63280,com32
cell2920,com21
user90720,com43
cell34780,com29
user11440,com30
user69260,com42
user99200,com48
cell22260,com42
cell65880,com7
cell66940,com38
user25760,com31
cell1300,com35
cell43440,com30
cell65900,com9
user96840,com17
user90740,com1
cell21260,com42
cell54840,com17
user51720,com43
cell61180,com46
user18040,com37
user3760,com31
cell8840,com17
cell57100,com41
user17400,com6
user33740,com1
user77060,com10
cell8580,com26
cell30240,com0
cell11180,com46
user94500,com15
cell12020,com33
cell35520,com20
cell13960,com34
cell23820,com13
user8700,com14
cell56100,com41
user21540,com40
user87620,com22
user98820,com13
user47800,com18
user13220,com44
cell43140,com16
user51920,com21
user76200,com48
user3160,com45
cell42800,com18
user81500,com15
user43460,com5
user26140,com16
cell21440,com30
user75360,com8
user41420,com47
user66880,com7
user31340,com19
user78340,com19
cell2400,com6
cell59880,com7
user60360,com8
user44840,com17
cell53000,com28
user39000,com28
cell36940,com38
user20700,com14
cell33040,com37
cell37640,com25
cell31020,com33
user96200,com48
cell20240,com0
user29800,com18
user57740,com1
cell15680,com11
cell12460,com5
user77120,com24
user60720,com43
cell36680,com11
user5420,com47
user72400,com6
user50380,com3
cell58140,com16
app440,com30
cell66560,com36
user11260,com42
user56180,com46
user95520,com20
cell6140,com16
user37400,com6
cell21920,com21
user28480,com2
user96500,com15
user18340,com19
user44560,com36
user43040,com37
cell31560,com36
user76340,com19
cell20040,com37
cell8700,com14
user37700,com14
user53580,com26
user69600,com4
user23920,com21
cell41480,com2
user52960,com34
cell49480,com2
user69640,com25
user24220,com44
user46040,com37
user12020,com33
user82840,com17
user52500,com15
cell9460,com5
user12120,com24
cell29980,com49
cell11080,com27
cell38220,com44
user5820,com13
user11900,com9
user36160,com45
user45600,com4
cell59380,com3
user93420,com47
user99380,com3
cell17240,com0
cell3080,com27
user84200,com48
cell61280,com32
user38040,com37
cell65120,com24
cell65360,com8
user22140,com16
cell31580,com26
cell24460,com5
user23960,com34
cell64460,com5
cell26420,com47
user84760,com31
cell63240,com0
user99500,com15
cell46800,com18
user27260,com42
user52580,com26
user9560,com36
user98860,com12
user75680,com11
user35080,com27
user35520,com20
user58080,com27
cell32540,com40
user27340,com19
user260,com42
user89160,com45
user90800,com18
cell15280,com32
user5020,com33
user63040,com37
user40660,com39
user75120,com24
user4860,com12
user5380,com3
user59840,com17
user8160,com45
user9040,com37
cell14260,com42
cell31180,com46
cell54420,com47
user57100,com41
user75440,com30
cell68420,com47
cell27420,com47
user88600,com4
cell13940,com38
cell19060,com10
cell36460,com5
cell65220,com44
user49740,com1
user69420,com47
user64320,com23
user80280,com32
cell28700,com14
user92380,com3
user17080,com27
user35060,com10
user45160,com45
user64220,com44
user93080,com27
user3180,com46
user24700,com14
cell62440,com30
cell48580,com26
cell16320,com23
user53200,com48
cell6820,com13
cell8860,com12
user29120,com24
cell2840,com17
user56160,com45
user41480,com2
user66820,com13
user19500,com15
cell36760,com31
user5880,com7
user81400,com6
cell28200,com48
cell47900,com9
user21480,com2
cell67840,com17
user99220,com44
user62080,com27
user98760,com31
user50640,com25
user8180,com46
user42820,com13
user88860,com12
cell47600,com4
user14260,com42
cell2440,com30
user95060,com10
cell22300,com35
user72580,com26
user88920,com21
cell17940,com38
user38680,com11
user66900,com9
cell25660,com39
user74940,com38
cell68180,com46
cell14460,com5
user74160,com45
cell40160,com45
user74620,com22
cell55520,com20
user30920,com21
user54080,com27
user74120,com24
user38700,com14
cell16800,com18
user2700,com14
user42380,com3
cell47060,com10
user37840,com17
cell13120,com24
cell33300,com35
cell5620,com22
cell22820,com13
cell23060,com10
cell30000,com28
user47640,com25
cell49440,com30
user14100,com41
user4460,com5
cell36140,com16
user90160,com45
cell32860,com12
user95200,com48
user68000,com28
user97840,com17
cell9660,com39
cell19360,com8
cell15600,com4
user23460,com5
cell42960,com34
cell45940,com38
cell34940,com38
user55040,com37
user73260,com42
cell66440,com30
cell40800,com18
cell33960,com34
cell56320,com23
user28500,com15
cell51800,com18
user70080,com27
user68840,com17
cell38000,com28
user94100,com41
cell47360,com8
cell42620,com22
user61800,com18
user33040,com37
cell45520,com20
cell48800,com18
user48280,com32
cell32280,com32
cell2360,com8
user83700,com14
user68480,com2
user86120,com24
user44640,com25
user63980,com49
user82500,com15
user8300,com35
cell67640,com25
cell23300,com35
user44480,com2
cell55040,com37
user14300,com35
user33680,com11
user87580,com26
user64460,com5
cell30200,com48
user53360,com8
user65920,com21
user48580,com26
cell36560,com36
cell10800,com18
cell28840,com17
user14620,com22
user79920,com21
user79120,com24
user51740,com1
cell20360,com8
user48160,com45
cell51560,com36
cell5000,com28
cell63360,com8
cell31860,com12
cell42980,com49
user55400,com6
user720,com43
user80700,com14
cell13560,com36
user27700,com14
cell4520,com20
user48240,com0
cell65180,com46
user83940,com38
user73680,com11
cell35780,com29
cell55700,com14
user18620,com22
user24760,com31
user11700,com14
cell8540,com40
user75400,com6
cell36500,com15
user54500,com15
cell4460,com5
cell64960,com34
user1980,com49
cell28940,com38
cell50100,com41
user45780,com29
user26840,com17
user62460,com5
user8740,com1
cell53620,com22
cell58800,com18
user68520,com20
cell45780,com29
user10120,com24
user89180,com46
user33820,com13
user44960,com34
user49860,com12
user38800,com18
cell68520,com20
cell35420,com47
cell50720,com43
user93880,com7
user90100,com41
cell780,com29
user29520,com20
cell8480,com2
cell840,com17
user23880,com7
user90040,com37
cell38160,com45
cell5220,com44
cell10520,com20
user57780,com29
cell54740,com1
cell19800,com18
user88780,com29
cell16060,com10
cell34840,com17
cell37600,com4
cell39260,com42
user63300,com35
cell46180,com46
cell32680,com11
cell12120,com24
cell7800,com18
user29660,com39
user78360,com8
cell67600,com4
user10300,com35
user92280,com32
cell37140,com16
user65100,com41
user28700,com14
user54560,com36
user40100,com41
user94120,com24
user73200,com48
cell23580,com26
user74300,com35
cell56440,com30
user75880,com7
cell37580,com26
cell32720,com43
cell12200,com48
cell3820,com13
cell26940,com38
cell30460,com5
cell42300,com35
user26640,com25
user96260,com42
user54200,com48
user47120,com24
user95140,com16
cell49780,com29
user16740,com1
user42260,com42
cell7080,com27
cell54920,com21
cell17560,com36
user58320,com23
user54520,com20
cell35940,com38
cell24800,com18
user31120,com24
user80660,com39
cell62320,com23
cell46720,com43
user62340,com19
user66620,com22
cell41120,com24
cell24920,com21
cell52580,com26
user42620,com22
user80080,com27
user10580,com26
user16500,com15
cell60120,com24
user91400,com6
user7940,com38
cell63540,com40
cell42520,com20
cell51520,com20
user10600,com4
user92300,com35
user16380,com3
user30820,com13
cell13620,com22
user47200,com48
cell24720,com43
cell50440,com30
user78540,com40
user7620,com22
cell57480,com2
user22740,com1
user70300,com35
user99000,com28
cell23640,com25
cell21180,com46
cell56220,com44
cell35800,com18
cell55140,com16
user79000,com28
user49500,com15
cell50420,com47
user74100,com41
user32280,com32
cell27820,com13
user74340,com19
user3800,com18
cell12860,com12
user15460,com5
cell41560,com36
user30400,com6
user4880,com7
cell46880,com7
cell64540,com40
user69380,com3
user57900,com9
user82920,com21
user5400,com6
cell5960,com34
user84240,com0
user39700,com14
cell5740,com1
user6320,com23
cell55080,com27
user72240,com0
cell6600,com4
cell61800,com18
user35620,com22
cell27640,com25
cell13640,com25
user91140,com16
cell67780,com29
user61160,com45
user52740,com1
user90420,com47
cell56660,com39
user13780,com29
cell19180,com46
cell35160,com45
cell57960,com34
user1720,com43
cell28820,com13
user42220,com44
user25660,com39
user51080,com27
cell56180,com46
user68540,com40
user85000,com28
cell7160,com45
cell10720,com43
cell57840,com17
cell58700,com14
user16420,com47
user65140,com16
user80180,com46
user62620,com22
user52680,com11
user45540,com40
user61380,com3
cell30560,com36
user5600,com4
user41320,com23
user46600,com4
user39140,com16
user51420,com47
cell6040,com37
user52120,com24
cell23460,com5
user73820,com13
cell5640,com25
app920,com21
cell11400,com6
cell56780,com29
user61140,com16
cell2420,com47
cell22840,com17
user53280,com32
user82460,com5
user76080,com27
user88320,com23
user95900,com9
cell50480,com2
cell20980,com49
user59660,com39
cell14520,com20
user55580,com26
user58620,com22
user88000,com28
user86500,com15
cell44660,com39
user44460,com5
user64540,com40
user10860,com12
cell34000,com28
cell5140,com16
user40940,com38
user98580,com26
user92440,com30
cell38380,com3
user77840,com17
cell67720,com43
user63860,com12
user17660,com39
user7060,com10
cell13840,com17
cell22900,com9
cell65040,com37
user52360,com8
cell33520,com20
user10940,com38
user57340,com19
user86040,com37
user41780,com29
cell5660,com39
user51860,com12
cell35900,com9
cell20180,com46
user76280,com32
user31200,com48
cell28300,com35
user2340,com19
user1520,com20
cell65420,com47
cell29480,com2
cell57720,com43
cell53040,com37
cell17280,com32
user10320,com23
user65860,com12
user79140,com16
cell52540,com40
cell62000,com28
cell47120,com24
cell52800,com18
cell56140,com16
cell480,com2
cell10680,com11
user54240,com0
user23780,com29
user75240,com0
cell9680,com11
user27560,com36
user92600,com4
user41740,com1
user71560,com36
cell20220,com44
user50880,com7
cell53480,com2
cell32480,com2
cell24480,com2
user10780,com29
cell12380,com3
user2540,com40
cell21740,com1
cell63480,com2
cell67700,com14
cell49320,com23
cell21420,com47
cell17800,com18
user82220,com44
user89940,com38
user87940,com38
user97820,com13
user75820,com13
cell23080,com27
cell67060,com10
cell39220,com44
cell35280,com32
user43160,com45
user26820,com13
user52700,com14
cell7680,com11
user72640,com25
user77160,com45
cell38560,com36
cell61320,com23
cell68160,com45
cell41080,com27
cell5080,com27
cell40260,com42
user65360,com8
cell25340,com19
user32080,com27
user82180,com46
cell26600,com4
user29920,com21
user65320,com23
cell59940,com38
cell41940,com38
cell53860,com12
cell30860,com12
user62320,com23
cell44840,com17
user50840,com17
cell37960,com34
cell39740,com1
cell46280,com32
user93380,com3
cell23960,com34
cell54640,com25
cell12600,com4
user51800,com18
user13480,com2
cell18300,com35
cell63220,com44
user99740,com1
user1560,com36
user59040,com37
cell67580,com26
user68800,com18
user55300,com35
user91060,com10
user9480,com2
user56340,com19
cell34180,com46
user54300,com35
user41880,com7
user37920,com21
cell50040,com37
user86280,com32
cell48940,com38
cell55600,com4
user12300,com35
cell51320,com23
user36640,com25
cell61040,com37
user87840,com17
user65600,com4
cell38640,com25
user5940,com38
cell45720,com43
user75840,com17
cell22500,com15
user53000,com28
cell17640,com25
user55380,com3
user52180,com46
cell3980,com49
user74180,com46
app860,com12
user45500,com15
user47440,com30
cell62660,com39
cell61080,com27
cell59840,com17
cell1760,com31
user71360,com8
user25840,com17
user41620,com22
cell60840,com17
cell14680,com11
user87820,com13
cell24780,com29
user65180,com46
user68620,com22
cell65580,com26
cell28600,com4
user60540,com40
cell31000,com28
user86980,com49
cell4280,com32
user90480,com2
cell21480,com2
user83720,com43
user88960,com34
user34100,com41
user22300,com35
user71620,com22
user96900,com9
user23060,com10
user10700,com14
cell27340,com19
cell45400,com6
cell16120,com24
